"id","fdc_id"
"12306","168569"
"12307","168570"
"12308","168571"
"12309","168572"
"12310","168573"
"12311","168574"
"12312","168575"
"12313","168576"
"12314","168577"
"12315","168578"
"12316","168579"
"12317","168580"
"12318","168581"
"12319","168582"
"12320","168583"
"12321","168584"
"12322","168585"
"12323","168586"
"12324","168587"
"12325","168588"
"12326","168589"
"12327","168590"
"12328","168591"
"12329","168592"
"12330","168593"
"12331","168594"
"12332","168595"
"12333","168596"
"12334","168597"
"12335","168598"
"12336","168599"
"12337","168600"
"12338","168601"
"12339","168603"
"12340","168604"
"12341","168605"
"12342","168606"
"12343","168607"
"12344","168608"
"12345","168609"
"12346","168610"
"12347","168611"
"12348","168612"
"12349","168613"
"12350","168614"
"12351","168615"
"12352","168616"
"12353","168617"
"12354","168618"
"12355","168619"
"12356","168620"
"12357","168622"
"12358","168623"
"12359","168624"
"12360","168625"
"12361","168626"
"12362","168627"
"12363","168628"
"12364","168629"
"12365","168630"
"12366","168631"
"12367","168632"
"12368","168633"
"12369","168634"
"12370","168635"
"12371","168636"
"12372","168637"
"12373","168638"
"12374","168639"
"12375","168640"
"12376","168641"
"12377","168642"
"12378","168643"
"12379","168644"
"12380","168645"
"12381","168646"
"12382","168647"
"12383","168648"
"12384","168649"
"12385","168650"
"12386","168651"
"12387","168652"
"12388","168663"
"12389","168664"
"12390","168665"
"12391","168666"
"12392","168667"
"12393","168668"
"12394","168669"
"12395","168670"
"12396","168671"
"12397","168672"
"12398","168673"
"12399","168675"
"12400","168676"
"12401","168677"
"12402","168678"
"12403","168679"
"12404","168680"
"12405","168681"
"12406","168682"
"12407","168683"
"12408","168684"
"12409","168685"
"12410","168686"
"12411","168687"
"12412","168688"
"12413","168689"
"12414","168690"
"12415","168691"
"12416","168694"
"12417","168695"
"12418","168696"
"12419","168697"
"12420","168698"
"12421","168699"
"12422","168700"
"12423","168701"
"12424","168702"
"12425","168703"
"12426","168704"
"12427","168705"
"12428","168706"
"12429","168708"
"12430","168709"
"12431","168710"
"12432","168711"
"12433","168712"
"12434","168713"
"12435","168715"
"12436","168716"
"12437","168717"
"12438","168718"
"12439","168719"
"12440","168720"
"12441","168721"
"12442","168722"
"12443","168723"
"12444","168724"
"12445","168725"
"12446","168726"
"12447","168727"
"12448","168728"
"12449","168729"
"12450","168730"
"12451","168731"
"12452","168732"
"12453","168733"
"12454","168734"
"12455","168735"
"12456","168736"
"12457","168737"
"12458","168738"
"12459","168739"
"12460","168740"
"12461","168741"
"12462","168744"
"12463","168745"
"12464","168746"
"12465","168749"
"12466","168750"
"12467","168753"
"12468","168754"
"12469","168755"
"12470","168758"
"12471","168771"
"12472","168772"
"12473","168775"
"12474","168778"
"12475","168779"
"12476","168783"
"12477","168784"
"12478","168792"
"12479","168794"
"12480","168795"
"12481","168797"
"12482","168798"
"12483","168799"
"12484","168802"
"12485","168803"
"12486","168808"
"12487","168809"
"12488","168810"
"12489","168811"
"12490","168812"
"12491","168813"
"12492","168815"
"12493","168816"
"12494","168819"
"12495","168820"
"12496","168821"
"12497","168822"
"12498","168824"
"12499","168826"
"12500","168828"
"12501","168831"
"12502","168833"
"12503","168834"
"12504","168835"
"12505","168836"
"12506","168837"
"12507","168838"
"12508","168839"
"12509","168841"
"12510","168847"
"12511","168848"
"12512","168849"
"12513","168850"
"12514","168851"
"12515","168853"
"12516","168854"
"12517","168855"
"12518","168856"
"12519","168857"
"12520","168858"
"12521","168859"
"12522","168865"
"12523","168866"
"12524","168867"
"12525","168868"
"12526","168869"
"12527","168870"
"12528","168871"
"12529","168872"
"12530","168873"
"12531","168874"
"12532","168875"
"12533","168877"
"12534","168878"
"12535","168879"
"12536","168880"
"12537","168881"
"12538","168882"
"12539","168883"
"12540","168884"
"12541","168885"
"12542","168886"
"12543","168887"
"12544","168888"
"12545","168889"
"12546","168890"
"12547","168891"
"12548","168892"
"12549","168893"
"12550","168894"
"12551","168895"
"12552","168896"
"12553","168897"
"12554","168898"
"12555","168899"
"12556","168900"
"12557","168901"
"12558","168902"
"12559","168903"
"12560","168904"
"12561","168906"
"12562","168907"
"12563","168908"
"12564","168909"
"12565","168910"
"12566","168911"
"12567","168912"
"12568","168913"
"12569","168914"
"12570","168915"
"12571","168916"
"12572","168917"
"12573","168918"
"12574","168919"
"12575","168920"
"12576","168921"
"12577","168922"
"12578","168923"
"12579","168924"
"12580","168925"
"12581","168926"
"12582","168927"
"12583","168928"
"12584","168929"
"12585","168930"
"12586","168931"
"12587","168932"
"12588","168933"
"12589","168934"
"12590","168935"
"12591","168936"
"12592","168937"
"12593","168938"
"12594","168939"
"12595","168940"
"12596","168941"
"12597","168942"
"12598","168943"
"12599","168944"
"12600","168946"
"12601","168947"
"12602","168948"
"12603","168950"
"12604","169042"
"12605","169044"
"12606","169052"
"12607","169058"
"12608","169059"
"12609","169060"
"12610","169062"
"12611","169070"
"12612","169072"
"12613","169074"
"12614","169084"
"12615","169086"
"12616","169087"
"12617","169088"
"12618","169089"
"12619","169090"
"12620","169092"
"12621","169093"
"12622","169094"
"12623","169095"
"12624","169096"
"12625","169097"
"12626","169098"
"12627","169099"
"12628","169100"
"12629","169101"
"12630","169102"
"12631","169103"
"12632","169104"
"12633","169105"
"12634","169106"
"12635","169107"
"12636","169108"
"12637","169109"
"12638","169110"
"12639","169111"
"12640","169112"
"12641","169113"
"12642","169114"
"12643","169115"
"12644","169116"
"12645","169117"
"12646","169118"
"12647","169119"
"12648","169120"
"12649","169121"
"12650","169122"
"12651","169123"
"12652","169124"
"12653","169125"
"12654","169126"
"12655","169127"
"12656","169128"
"12657","169129"
"12658","169130"
"12659","169131"
"12660","169132"
"12661","169133"
"12662","169134"
"12663","169135"
"12664","169136"
"12665","169137"
"12666","169138"
"12667","169139"
"12668","169140"
"12669","169141"
"12670","169142"
"12671","169143"
"12672","169144"
"12673","169145"
"12674","169146"
"12675","169147"
"12676","169186"
"12677","169187"
"12678","169188"
"12679","169189"
"12680","169202"
"12681","169203"
"12682","169204"
"12683","169205"
"12684","169206"
"12685","169207"
"12686","169208"
"12687","169209"
"12688","169210"
"12689","169211"
"12690","169212"
"12691","169213"
"12692","169214"
"12693","169215"
"12694","169216"
"12695","169217"
"12696","169218"
"12697","169219"
"12698","169220"
"12699","169221"
"12700","169222"
"12701","169223"
"12702","169224"
"12703","169225"
"12704","169226"
"12705","169227"
"12706","169228"
"12707","169229"
"12708","169230"
"12709","169231"
"12710","169232"
"12711","169233"
"12712","169234"
"12713","169235"
"12714","169236"
"12715","169237"
"12716","169238"
"12717","169239"
"12718","169240"
"12719","169241"
"12720","169242"
"12721","169243"
"12722","169244"
"12723","169245"
"12724","169246"
"12725","169247"
"12726","169248"
"12727","169249"
"12728","169250"
"12729","169251"
"12730","169252"
"12731","169253"
"12732","169254"
"12733","169255"
"12734","169256"
"12735","169257"
"12736","169258"
"12737","169259"
"12738","169260"
"12739","169261"
"12740","169262"
"12741","169263"
"12742","169264"
"12743","169265"
"12744","169266"
"12745","169267"
"12746","169268"
"12747","169270"
"12748","169271"
"12749","169272"
"12750","169273"
"12751","169274"
"12752","169275"
"12753","169276"
"12754","169277"
"12755","169278"
"12756","169279"
"12757","169280"
"12758","169281"
"12759","169282"
"12760","169283"
"12761","169284"
"12762","169285"
"12763","169286"
"12764","169287"
"12765","169288"
"12766","169289"
"12767","169290"
"12768","169291"
"12769","169292"
"12770","169293"
"12771","169294"
"12772","169295"
"12773","169296"
"12774","169297"
"12775","169298"
"12776","169299"
"12777","169300"
"12778","169301"
"12779","169302"
"12780","169303"
"12781","169304"
"12782","169305"
"12783","169306"
"12784","169307"
"12785","169308"
"12786","169309"
"12787","169310"
"12788","169311"
"12789","169312"
"12790","169313"
"12791","169314"
"12792","169315"
"12793","169316"
"12794","169317"
"12795","169318"
"12796","169319"
"12797","169320"
"12798","169321"
"12799","169322"
"12800","169323"
"12801","169324"
"12802","169325"
"12803","169326"
"12804","169327"
"12805","169328"
"12806","169329"
"12807","169330"
"12808","169331"
"12809","169332"
"12810","169333"
"12811","169334"
"12812","169335"
"12813","169336"
"12814","169337"
"12815","169338"
"12816","169339"
"12817","169340"
"12818","169341"
"12819","169342"
"12820","169343"
"12821","169344"
"12822","169345"
"12823","169346"
"12824","169347"
"12825","169348"
"12826","169349"
"12827","169350"
"12828","169351"
"12829","169352"
"12830","169353"
"12831","169354"
"12832","169356"
"12833","169357"
"12834","169358"
"12835","169359"
"12836","169360"
"12837","169361"
"12838","169362"
"12839","169363"
"12840","169364"
"12841","169365"
"12842","169366"
"12843","169367"
"12844","169368"
"12845","169369"
"12846","169370"
"12847","169371"
"12848","169372"
"12849","169373"
"12850","169374"
"12851","169375"
"12852","169376"
"12853","169377"
"12854","169379"
"12855","169380"
"12856","169381"
"12857","169382"
"12858","169383"
"12859","169384"
"12860","169385"
"12861","169386"
"12862","169387"
"12863","169388"
"12864","169389"
"12865","169390"
"12866","169391"
"12867","169392"
"12868","169393"
"12869","169394"
"12870","169395"
"12871","169396"
"12872","169398"
"12873","169399"
"12874","169400"
"12875","169401"
"12876","169402"
"12877","169403"
"12878","169404"
"12879","169405"
"12880","169406"
"12881","169407"
"12882","169408"
"12883","169409"
"12884","169410"
"12885","169411"
"12886","169412"
"12887","169413"
"12888","169414"
"12889","169415"
"12890","169416"
"12891","169417"
"12892","169418"
"12893","169419"
"12894","169421"
"12895","169422"
"12896","169423"
"12897","169424"
"12898","169425"
"12899","169426"
"12900","169427"
"12901","169430"
"12902","169431"
"12903","169432"
"12904","169433"
"12905","169434"
"12906","169435"
"12907","169436"
"12908","169437"
"12909","169438"
"12910","169439"
"12911","169440"
"12912","169441"
"12913","169442"
"12914","169443"
"12915","169447"
"12916","169448"
"12917","169449"
"12918","169450"
"12919","169451"
"12920","169452"
"12921","169453"
"12922","169454"
"12923","169455"
"12924","169456"
"12925","169457"
"12926","169458"
"12927","169459"
"12928","169460"
"12929","169461"
"12930","169462"
"12931","169463"
"12932","169464"
"12933","169465"
"12934","169466"
"12935","169467"
"12936","169468"
"12937","169469"
"12938","169470"
"12939","169471"
"12940","169472"
"12941","169473"
"12942","169474"
"12943","169483"
"12944","169484"
"12945","169485"
"12946","169486"
"12947","169487"
"12948","169488"
"12949","169489"
"12950","169490"
"12951","169491"
"12952","169492"
"12953","169493"
"12954","169494"
"12955","169495"
"12956","169498"
"12957","169499"
"12958","169500"
"12959","169501"
"12960","169502"
"12961","169503"
"12962","169504"
"12963","169505"
"12964","169506"
"12965","169507"
"12966","169508"
"12967","169509"
"12968","169510"
"12969","169511"
"12970","169512"
"12971","169513"
"12972","169514"
"12973","169515"
"12974","169516"
"12975","169517"
"12976","169518"
"12977","169519"
"12978","169520"
"12979","169521"
"12980","169522"
"12981","169523"
"12982","169524"
"12983","169525"
"12984","169526"
"12985","169527"
"12986","169528"
"12987","169529"
"12988","169530"
"12989","169532"
"12990","169533"
"12991","169534"
"12992","169535"
"12993","169537"
"12994","169538"
"12995","169539"
"12996","169540"
"12997","169541"
"12998","169542"
"12999","169543"
"13000","169544"
"13001","169545"
"13002","169546"
"13003","169547"
"13004","169548"
"13005","169549"
"13006","169550"
"13007","169551"
"13008","169552"
"13009","169553"
"13010","169554"
"13011","169555"
"13012","169556"
"13013","169557"
"13014","169558"
"13015","169559"
"13016","169560"
"13017","169561"
"13018","169562"
"13019","169563"
"13020","169564"
"13021","169573"
"13022","169576"
"13023","169577"
"13024","169578"
"13025","169582"
"13026","169585"
"13027","169586"
"13028","169588"
"13029","169593"
"13030","169594"
"13031","169596"
"13032","169597"
"13033","169598"
"13034","169599"
"13035","169602"
"13036","169603"
"13037","169606"
"13038","169608"
"13039","169609"
"13040","169613"
"13041","169614"
"13042","169616"
"13043","169618"
"13044","169619"
"13045","169620"
"13046","169625"
"13047","169631"
"13048","169632"
"13049","169634"
"13050","169635"
"13051","169638"
"13052","169640"
"13053","169641"
"13054","169642"
"13055","169648"
"13056","169650"
"13057","169654"
"13058","169655"
"13059","169656"
"13060","169657"
"13061","169658"
"13062","169659"
"13063","169660"
"13064","169661"
"13065","169662"
"13066","169664"
"13067","169665"
"13068","169666"
"13069","169672"
"13070","169673"
"13071","169674"
"13072","169675"
"13073","169676"
"13074","169677"
"13075","169678"
"13076","169679"
"13077","169680"
"13078","169681"
"13079","169682"
"13080","169683"
"13081","169690"
"13082","169691"
"13083","169692"
"13084","169693"
"13085","169694"
"13086","169695"
"13087","169696"
"13088","169697"
"13089","169698"
"13090","169699"
"13091","169700"
"13092","169701"
"13093","169702"
"13094","169703"
"13095","169704"
"13096","169705"
"13097","169706"
"13098","169707"
"13099","169708"
"13100","169709"
"13101","169710"
"13102","169711"
"13103","169713"
"13104","169714"
"13105","169715"
"13106","169716"
"13107","169717"
"13108","169718"
"13109","169719"
"13110","169720"
"13111","169721"
"13112","169722"
"13113","169723"
"13114","169724"
"13115","169725"
"13116","169726"
"13117","169727"
"13118","169728"
"13119","169729"
"13120","169730"
"13121","169731"
"13122","169732"
"13123","169733"
"13124","169734"
"13125","169735"
"13126","169736"
"13127","169737"
"13128","169738"
"13129","169739"
"13130","169740"
"13131","169742"
"13132","169743"
"13133","169744"
"13134","169745"
"13135","169746"
"13136","169747"
"13137","169748"
"13138","169749"
"13139","169750"
"13140","169751"
"13141","169752"
"13142","169753"
"13143","169754"
"13144","169755"
"13145","169756"
"13146","169757"
"13147","169758"
"13148","169759"
"13149","169760"
"13150","169761"
"13151","169762"
"13152","169765"
"13153","169766"
"13154","169767"
"13155","169792"
"13156","169848"
"13157","169867"
"13158","169869"
"13159","169871"
"13160","169881"
"13161","169904"
"13162","169906"
"13163","169907"
"13164","169908"
"13165","169909"
"13166","169910"
"13167","169911"
"13168","169912"
"13169","169913"
"13170","169914"
"13171","169915"
"13172","169916"
"13173","169917"
"13174","169918"
"13175","169919"
"13176","169920"
"13177","169923"
"13178","169924"
"13179","169925"
"13180","169926"
"13181","169927"
"13182","169928"
"13183","169929"
"13184","169930"
"13185","169931"
"13186","169932"
"13187","169933"
"13188","169934"
"13189","169935"
"13190","169936"
"13191","169937"
"13192","169938"
"13193","169939"
"13194","169940"
"13195","169941"
"13196","169942"
"13197","169943"
"13198","169944"
"13199","169945"
"13200","169946"
"13201","169947"
"13202","169948"
"13203","169949"
"13204","169950"
"13205","169951"
"13206","169952"
"13207","169953"
"13208","169954"
"13209","169955"
"13210","169956"
"13211","169957"
"13212","169958"
"13213","169959"
"13214","169960"
"13215","169961"
"13216","169962"
"13217","169963"
"13218","169964"
"13219","169965"
"13220","169966"
"13221","169967"
"13222","169968"
"13223","169969"
"13224","169970"
"13225","169971"
"13226","169972"
"13227","169973"
"13228","169974"
"13229","169975"
"13230","169976"
"13231","169977"
"13232","169978"
"13233","169979"
"13234","169980"
"13235","169981"
"13236","169982"
"13237","169983"
"13238","169984"
"13239","169985"
"13240","169986"
"13241","169987"
"13242","169988"
"13243","169989"
"13244","169990"
"13245","169991"
"13246","169992"
"13247","169993"
"13248","169994"
"13249","169995"
"13250","169996"
"13251","169997"
"13252","169998"
"13253","169999"
"13254","170000"
"13255","170001"
"13256","170002"
"13257","170003"
"13258","170004"
"13259","170005"
"13260","170006"
"13261","170007"
"13262","170008"
"13263","170009"
"13264","170010"
"13265","170011"
"13266","170012"
"13267","170013"
"13268","170014"
"13269","170015"
"13270","170016"
"13271","170017"
"13272","170018"
"13273","170019"
"13274","170020"
"13275","170021"
"13276","170022"
"13277","170023"
"13278","170024"
"13279","170025"
"13280","170026"
"13281","170027"
"13282","170028"
"13283","170029"
"13284","170030"
"13285","170031"
"13286","170032"
"13287","170033"
"13288","170034"
"13289","170035"
"13290","170039"
"13291","170040"
"13292","170041"
"13293","170043"
"13294","170044"
"13295","170045"
"13296","170046"
"13297","170047"
"13298","170048"
"13299","170049"
"13300","170050"
"13301","170051"
"13302","170052"
"13303","170053"
"13304","170054"
"13305","170055"
"13306","170056"
"13307","170057"
"13308","170058"
"13309","170059"
"13310","170060"
"13311","170061"
"13312","170064"
"13313","170065"
"13314","170066"
"13315","170067"
"13316","170068"
"13317","170069"
"13318","170070"
"13319","170071"
"13320","170072"
"13321","170073"
"13322","170074"
"13323","170075"
"13324","170076"
"13325","170077"
"13326","170078"
"13327","170079"
"13328","170080"
"13329","170081"
"13330","170082"
"13331","170083"
"13332","170084"
"13333","170085"
"13334","170086"
"13335","170087"
"13336","170090"
"13337","170091"
"13338","170093"
"13339","170094"
"13340","170095"
"13341","170096"
"13342","170097"
"13343","170098"
"13344","170099"
"13345","170100"
"13346","170101"
"13347","170102"
"13348","170103"
"13349","170104"
"13350","170105"
"13351","170106"
"13352","170107"
"13353","170108"
"13354","170109"
"13355","170110"
"13356","170111"
"13357","170112"
"13358","170113"
"13359","170114"
"13360","170115"
"13361","170116"
"13362","170117"
"13363","170118"
"13364","170119"
"13365","170120"
"13366","170121"
"13367","170122"
"13368","170123"
"13369","170124"
"13370","170125"
"13371","170126"
"13372","170127"
"13373","170128"
"13374","170129"
"13375","170130"
"13376","170131"
"13377","170132"
"13378","170133"
"13379","170134"
"13380","170135"
"13381","170136"
"13382","170137"
"13383","170138"
"13384","170139"
"13385","170140"
"13386","170142"
"13387","170143"
"13388","170144"
"13389","170145"
"13390","170146"
"13391","170147"
"13392","170148"
"13393","170149"
"13394","170150"
"13395","170151"
"13396","170152"
"13397","170153"
"13398","170154"
"13399","170155"
"13400","170156"
"13401","170157"
"13402","170158"
"13403","170159"
"13404","170160"
"13405","170161"
"13406","170162"
"13407","170163"
"13408","170164"
"13409","170165"
"13410","170166"
"13411","170167"
"13412","170168"
"13413","170169"
"13414","170170"
"13415","170171"
"13416","170172"
"13417","170173"
"13418","170174"
"13419","170175"
"13420","170176"
"13421","170177"
"13422","170178"
"13423","170179"
"13424","170180"
"13425","170181"
"13426","170182"
"13427","170183"
"13428","170184"
"13429","170185"
"13430","170186"
"13431","170187"
"13432","170188"
"13433","170189"
"13434","170190"
"13435","170191"
"13436","170192"
"13437","170193"
"13438","170194"
"13439","170195"
"13440","170196"
"13441","170197"
"13442","170198"
"13443","170199"
"13444","170200"
"13445","170202"
"13446","170204"
"13447","170206"
"13448","170207"
"13449","170208"
"13450","170209"
"13451","170210"
"13452","170211"
"13453","170212"
"13454","170213"
"13455","170214"
"13456","170215"
"13457","170216"
"13458","170217"
"13459","170218"
"13460","170219"
"13461","170220"
"13462","170221"
"13463","170222"
"13464","170223"
"13465","170224"
"13466","170225"
"13467","170226"
"13468","170227"
"13469","170228"
"13470","170229"
"13471","170230"
"13472","170231"
"13473","170232"
"13474","170233"
"13475","170234"
"13476","170235"
"13477","170236"
"13478","170237"
"13479","170238"
"13480","170239"
"13481","170240"
"13482","170241"
"13483","170242"
"13484","170243"
"13485","170244"
"13486","170246"
"13487","170247"
"13488","170248"
"13489","170249"
"13490","170250"
"13491","170251"
"13492","170252"
"13493","170255"
"13494","170257"
"13495","170281"
"13496","170283"
"13497","170284"
"13498","170285"
"13499","170286"
"13500","170287"
"13501","170288"
"13502","170289"
"13503","170290"
"13504","170291"
"13505","170292"
"13506","170294"
"13507","170295"
"13508","170296"
"13509","170297"
"13510","170298"
"13511","170299"
"13512","170301"
"13513","170306"
"13514","170308"
"13515","170309"
"13516","170311"
"13517","170313"
"13518","170317"
"13519","170318"
"13520","170319"
"13521","170322"
"13522","170323"
"13523","170324"
"13524","170325"
"13525","170326"
"13526","170327"
"13527","170328"
"13528","170330"
"13529","170331"
"13530","170375"
"13531","170376"
"13532","170377"
"13533","170378"
"13534","170379"
"13535","170380"
"13536","170381"
"13537","170382"
"13538","170383"
"13539","170384"
"13540","170385"
"13541","170386"
"13542","170387"
"13543","170388"
"13544","170389"
"13545","170390"
"13546","170391"
"13547","170392"
"13548","170393"
"13549","170394"
"13550","170395"
"13551","170396"
"13552","170397"
"13553","170398"
"13554","170399"
"13555","170400"
"13556","170401"
"13557","170402"
"13558","170403"
"13559","170404"
"13560","170405"
"13561","170406"
"13562","170407"
"13563","170408"
"13564","170409"
"13565","170410"
"13566","170411"
"13567","170412"
"13568","170413"
"13569","170414"
"13570","170415"
"13571","170416"
"13572","170417"
"13573","170418"
"13574","170419"
"13575","170420"
"13576","170421"
"13577","170422"
"13578","170423"
"13579","170424"
"13580","170425"
"13581","170426"
"13582","170427"
"13583","170428"
"13584","170429"
"13585","170430"
"13586","170431"
"13587","170432"
"13588","170433"
"13589","170434"
"13590","170435"
"13591","170436"
"13592","170437"
"13593","170438"
"13594","170439"
"13595","170440"
"13596","170441"
"13597","170443"
"13598","170444"
"13599","170445"
"13600","170449"
"13601","170450"
"13602","170451"
"13603","170452"
"13604","170453"
"13605","170454"
"13606","170455"
"13607","170456"
"13608","170457"
"13609","170458"
"13610","170459"
"13611","170460"
"13612","170461"
"13613","170462"
"13614","170463"
"13615","170464"
"13616","170465"
"13617","170466"
"13618","170467"
"13619","170468"
"13620","170469"
"13621","170470"
"13622","170473"
"13623","170474"
"13624","170475"
"13625","170476"
"13626","170477"
"13627","170478"
"13628","170479"
"13629","170480"
"13630","170481"
"13631","170482"
"13632","170483"
"13633","170484"
"13634","170485"
"13635","170486"
"13636","170487"
"13637","170488"
"13638","170489"
"13639","170490"
"13640","170491"
"13641","170495"
"13642","170496"
"13643","170497"
"13644","170498"
"13645","170499"
"13646","170500"
"13647","170501"
"13648","170502"
"13649","170503"
"13650","170504"
"13651","170505"
"13652","170506"
"13653","170507"
"13654","170508"
"13655","170509"
"13656","170510"
"13657","170511"
"13658","170512"
"13659","170513"
"13660","170514"
"13661","170515"
"13662","170516"
"13663","170517"
"13664","170518"
"13665","170519"
"13666","170520"
"13667","170521"
"13668","170522"
"13669","170523"
"13670","170526"
"13671","170527"
"13672","170528"
"13673","170529"
"13674","170530"
"13675","170531"
"13676","170532"
"13677","170533"
"13678","170534"
"13679","170535"
"13680","170536"
"13681","170537"
"13682","170538"
"13683","170539"
"13684","170540"
"13685","170541"
"13686","170542"
"13687","170543"
"13688","170544"
"13689","170545"
"13690","170546"
"13691","170547"
"13692","170548"
"13693","170549"
"13694","170550"
"13695","170551"
"13696","170552"
"13697","170553"
"13698","170554"
"13699","170555"
"13700","170556"
"13701","170557"
"13702","170558"
"13703","170559"
"13704","170560"
"13705","170561"
"13706","170562"
"13707","170563"
"13708","170564"
"13709","170565"
"13710","170566"
"13711","170567"
"13712","170568"
"13713","170569"
"13714","170570"
"13715","170571"
"13716","170572"
"13717","170573"
"13718","170574"
"13719","170575"
"13720","170576"
"13721","170577"
"13722","170578"
"13723","170579"
"13724","170580"
"13725","170581"
"13726","170582"
"13727","170583"
"13728","170584"
"13729","170585"
"13730","170586"
"13731","170587"
"13732","170588"
"13733","170589"
"13734","170590"
"13735","170591"
"13736","170592"
"13737","170595"
"13738","170596"
"13739","170597"
"13740","170598"
"13741","170599"
"13742","170600"
"13743","170601"
"13744","170602"
"13745","170604"
"13746","170606"
"13747","170607"
"13748","170609"
"13749","170610"
"13750","170611"
"13751","170612"
"13752","170613"
"13753","170614"
"13754","170615"
"13755","170616"
"13756","170617"
"13757","170618"
"13758","170619"
"13759","170620"
"13760","170621"
"13761","170622"
"13762","170623"
"13763","170624"
"13764","170625"
"13765","170626"
"13766","170627"
"13767","170628"
"13768","170629"
"13769","170630"
"13770","170631"
"13771","170632"
"13772","170633"
"13773","170634"
"13774","170635"
"13775","170636"
"13776","170638"
"13777","170639"
"13778","170640"
"13779","170642"
"13780","170643"
"13781","170644"
"13782","170645"
"13783","170646"
"13784","170647"
"13785","170648"
"13786","170649"
"13787","170650"
"13788","170651"
"13789","170652"
"13790","170653"
"13791","170654"
"13792","170655"
"13793","170656"
"13794","170669"
"13795","170682"
"13796","170683"
"13797","170684"
"13798","170685"
"13799","170686"
"13800","170687"
"13801","170688"
"13802","170689"
"13803","170690"
"13804","170691"
"13805","170692"
"13806","170693"
"13807","170695"
"13808","170696"
"13809","170697"
"13810","170699"
"13811","170700"
"13812","170706"
"13813","170707"
"13814","170709"
"13815","170714"
"13816","170715"
"13817","170716"
"13818","170718"
"13819","170722"
"13820","170723"
"13821","170724"
"13822","170725"
"13823","170726"
"13824","170727"
"13825","170728"
"13826","170729"
"13827","170730"
"13828","170731"
"13829","170795"
"13830","170843"
"13831","170844"
"13832","170845"
"13833","170846"
"13834","170847"
"13835","170848"
"13836","170849"
"13837","170850"
"13838","170851"
"13839","170852"
"13840","170853"
"13841","170854"
"13842","170855"
"13843","170856"
"13844","170857"
"13845","170858"
"13846","170859"
"13847","170860"
"13848","170861"
"13849","170862"
"13850","170865"
"13851","170866"
"13852","170867"
"13853","170868"
"13854","170869"
"13855","170870"
"13856","170871"
"13857","170872"
"13858","170873"
"13859","170874"
"13860","170875"
"13861","170876"
"13862","170877"
"13863","170878"
"13864","170879"
"13865","170880"
"13866","170881"
"13867","170882"
"13868","170883"
"13869","170884"
"13870","170885"
"13871","170886"
"13872","170887"
"13873","170888"
"13874","170889"
"13875","170906"
"13876","170917"
"13877","170918"
"13878","170919"
"13879","170920"
"13880","170921"
"13881","170922"
"13882","170923"
"13883","170924"
"13884","170925"
"13885","170926"
"13886","170927"
"13887","170928"
"13888","170929"
"13889","170930"
"13890","170931"
"13891","170932"
